Doc_names,Specializations,Qualifications,Experiences,Reviews,Fees
Dr. Shazia Khurram,Dermatologist,MBBS,Year 10,8,3000
Dr. Saima Saad,Dermatologist,MBBS,Year 10,8,3000
Dr. Shoaib Daniyal,Dermatologist,MBBS,Year 33,305,3000
Dr. Humayun Khan,Dermatologist,MBBS,Year 33,305,3000
Dr. Maria Akbar,Dermatologist,"MBBS, D.Derm",Year 18,305,3500
Dr. Rashid Hameed,Dermatologist,MBBS,Year 18,709,3500
Dr. Faiz Ur Rehman,Dermatologist,MBBS,Year 19,709,4000
Dr. Nuzhar Tirmizi,Dermatologist,"MBBS, FCPS",Year 19,709,4000
Dr. Madeeha Noor,Dermatologist,"MBBS, FCPS",Year 7,102,2000
Dr. M.Nadeem Sheikh,Dermatologist,"MBBS, FCPS",Year 7,102,2000
Dr. Fatima Hasan,Dermatologist,"MBBS, MCPS",Year 29,102,2500
Dr. Rana Muhammad Afzal,Dermatologist,"MBBS,",Year 29,32,2500
Dr. Faryal,Dermatologist,MBBS,Year 17,32,2000
Dr. Saira Taj,"Dermatologist, Laser Specialist, Cosmetologist","MBBS, MSc Dermatology Skills and Treatment, U.K, Fellowship Diploma AAA U.S.A",Year 17,32,2000
Dr. Sayed Jawad Afzal,Dermatologist,"MBBS, MCPS (Derm)",Year 15,97,4000
Dr. Abeer Fahad,Dermatologist,"MBBS, FCPS (Dermatology), MRCP",Year 15,97,4000
Laser Hair Removal,Dermatologist,,Year 12,97,4000
Acne Scar Removal,Dermatologist,,Year 12,164,4000
Skin Whitening,Dermatologist,,Year 8,164,3000
Anti Aging,Dermatologist,,Year 8,164,3000
Cosmetic Surgery,Dermatologist,,Year 8,55,1000
Dr. Nauman Azam Bukhari,"Cosmetologist, Dermatologist",MBBS,Year 8,55,1000
Dr. Aneela Asghar,"Dermatologist, Cosmetologist","MBBS, FCPS (Dermatology)",Year 15,55,2000
Dr. Samreen Rafi Ud Din,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology), Doctor of Medicine (Dermatology)",Year 15,191,2000
Dr. Saira Umar,Dermatologist,"OD, M.B.B.S.",Year 15,191,1500
