Doc_names,Specializations,Qualifications,Experiences,Reviews,Fees
Dr. Ghania Waqar,"Gynecologist, Obstetrician","MBBS, MCPS (Gynecology and Obstetrics), MRCOG 1 (UK)",Year 20,57,4000
Dr. Ghazala Huma,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S (Gynecology & Obstetrics)",Year 20,21,4000
Dr. Shirin Gul Suhail,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician)",Year 13,21,4000
Dr. Saba Rasool,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S. (Gynecology & Obstetrics)",Year 13,21,4000
Dr. Wafa Najeeb,"Gynecologist, Aesthetic Gynecologist, Obstetrician","M.B.B.S, F.C.P.S. (Gynecology & Obstetrician), Diploma in Cosmetic Gynecology",Year 25,33,2500
Dr. Sara Rasul,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 25,33,2500
Dr. Humaira Yousaf,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S (Gynecology & Obstetrician)",Year 7,33,4000
Dr. Iffat Sayyada,"Gynecologist, Obstetrician","F.C.P.S.(Obstetrics & Gynecology), M.C.P.S., M.B.B.S.",Year 7,582,4000
Dr. Irum Khayyam,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics)",Year 14,582,2500
Dr. Shazia Tufail,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S. (Obstetric & Gynecology), F.C.P.S. (Obstetric & Gynecology), M.H.P.E.",Year 14,582,2500
Dr. Tahreem Babar,"Gynecologist, Obstetrician","M.B.B.S (K.E), MS (K.E) (Obstetrics & Gynaecology)",Year 29,375,1500
Dr. Shazia Younas,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 29,375,1500
Dr. Sumaira Asif,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S.",Year 11,375,3500
Dr. Sophia Umair Bajwa,"Gynecologist, Obstetrician","M.B.B.S (K.E), MRCOG (UK)",Year 11,28,3500
Dr. Madiha Adnan,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S.",Year 32,28,3000
Dr. Hiba Anjum,"Gynecologist, Obstetrician","FCPS (Genecology and Obstetrics), MBBS",Year 32,28,3000
Dr. Ayesha Ahmed,"Gynecologist, Obstetrician","M.B.B.S, M.C.P.S (Gyne)",Year 20,14,2500
Dr. Saba Ansari,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S., MRCPI, Diploma in Advanced Gynecological Endoscopic Surgery",Year 20,14,2500
Dr. Sana Fatima,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics), MRCOG (UK)",Year 30,14,3000
Dr. Humeira Iqbal,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne)",Year 30,45,3000
Dr. Fatima Ahmed,"Obstetrician, Gynecologist","M.B.B.S., M.S. Obstetrics and Gynecology",Year 20,45,3500
Dr. Zeenat Umar,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics)",Year 20,45,3500
Assoc. Prof. Dr. Sajida Imran,"Gynecologist, Obstetrician","F.C.P.S (Gynecology & Obstetrics), M.B.B.S, CHPE(LUMS)",Year 16,21,3000
Dr. Asma Sarwat,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 16,21,3000
Dr. Iffat Naz,"Gynecologist, Obstetrician","M.B.B.S, M.C.P.S (Gynecology & Obstetrician)",Year 11,21,3000
Dr. Shabnam Malik,"Gynecologist, Obstetrician","MBBS, DGO",Year 11,229,3000
Dr. Afshan Rashid,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrician)",Year 27,229,2500
Dr. Sajida Zafar,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S, M.Phil",Year 27,229,2500
Assist. Prof. Dr. Maryam Raana,"Obstetrician, Gynecologist","M.B.B.S., F.C.P.S (Obsterics), MRCOG",Year 10,1,3000
Dr. Samina Siddique,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 10,1,3000
Dr. Uzma Mohsin,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrician)",Year 15,1,3000
Dr. Farrukh Bashir,"Gynecologist, Aesthetic Gynecologist, Fertility Consultant, Endoscopic Surgeon","MBBS, DGO, FCPS (Obstetrics & Gynecology)",Year 15,43,3000
Dr. Samina Anwaar,"Gynecologist, Obstetrician","M.B.B.S, Diploma in Gynaecology & Obstetrics (DGO)",Year 7,43,2000
Dr. Rabia Wajid,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology), F.A.C.S. (USA), M.C.P.S. (HPE)",Year 7,43,2000
Dr. Sidra Niazi,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 25,81,1000
Dr. Habiba Gull,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 25,81,1000
Dr. Mamoona Nayab,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 13,81,2000
Dr. Farah Siddique,"Gynecologist, Obstetrician","MBBS, FCPS (Obstetrics & Gynecology)",Year 13,726,2000
Dr. Madiha Zafar,"Gynecologist, Fertility Consultant, Obstetrician","M.B.B.S, F.C.P.S (Gynecology)",Year 13,726,1500
Dr. Maimunah Faruque,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 13,726,1500
Dr. Sana Nazir,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Obstetrics & Gynecology)",Year 10,20,1000
Assoc. Prof. Dr. Rabia Akram,"Gynecologist, Obstetrician","M.B.B.S.	, F.C.P.S. (Obstetrics & Gynecology), Diploma in Gynecological Laparoscopy Surgery , Diploma in Aesthetic Gynecology",Year 10,20,1000
Dr. Farah Naz Aziz,"Gynecologist, Obstetrician","M.B.B.S (K.E), M.C.P.S. (Gynecology & Obstetrician)",Year 7,20,2000
Dr. Munaza Malik,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 7,22,2000
Dr. Fatima Amin,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 33,22,2500
Dr. Mubashra Naz,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician)",Year 33,22,2500
Assoc. Prof. Dr. Noreen Huma,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S, F.C.P.S.",Year 20,69,2500
Dr. Khurram Bashir,"Gynecologist, Obstetrician","MBBS, FCPS",Year 20,69,2500
Dr. Razia Ghafoor,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 28,69,3000
Dr. Shafak Naz,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics)",Year 28,3,3000
Dr. Ayeza Mohsin,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S. (Obstetrics & Gynaecology)",Year 12,3,3000
Dr. Ambar Riaz,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S, Master Of Surgery",Year 12,3,3000
Assoc. Prof. Dr. Iram Munawar,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne & Obs)",Year 30,906,3000
Dr. Nosheen Wahab Salman,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne)",Year 30,906,3000
Dr. Farhana Asim,"Gynecologist, Obstetrician","M.B.B.S, MCPS, FCPS (Gyne & Obs)",Year 18,906,1000
Dr. Sara Gulbaz,"Gynecologist, Obstetrician","MBBS, FCPS",Year 18,87,1000
Prof. Dr. Asma Yasin,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology &Obstetrics), MMCH",Year 12,87,3000
Dr. Saira Riaz,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 12,87,3000
Dr. Umber Asad,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne), Diploma in Urogynecology (Kiel Germany)",Year 12,598,3000
Dr. Tahira Fahad,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S.",Year 12,598,3000
Dr. Aniqa Kanwal,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S.",Year 14,598,3000
Dr. Maria Mahmood Butt,"Gynecologist, Obstetrician","M.B.B.S , F.C.P.S. (Gynecology & Obstetrics)",Year 14,61,3000
Dr. Rabia Natash,"Gynecologist, Obstetrician, Laparoscopic Surgeon","MBBS, FCPS (Gynecology & Obstetrician), Master in Hysteroscopy (KIEL), Maser In Laparoscopy (Keil - Germany)",Year 35,61,3000
Dr. Salma Zaman,"Gynecologist, Obstetrician","MBBS, M.C.P.S., F.C.P.S.",Year 35,61,3000
Dr. Shaheena Asif,"Gynecologist, Fertility Consultant, Obstetrician","MBBS, D.Obst, RCP, FRCOG, MRCOG",Year 12,61,3000
Dr. Farkhanda Shoaib,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrician)., M.C.P.S (Gynecology & Obstetrician)",Year 12,61,3000
Col. (R) Prof. Dr. Shabnam Naseer Awan,"Gynecologist, Obstetrician","MBBS, MCPS (Gynecology and Obstetrics), FCPS (Gynecology and Obstetrics)",Year 26,61,3000
Prof. Dr. Meher Un Nisa,"Gynecologist, Obstetrician","MBBS, FCPS",Year 26,8,3000
Assoc. Prof. Dr. Arooba Rahim,"Gynecologist, Obstetrician","MBBS, FCPS, FMAS (Laparoscopy)",Year 18,8,2000
Dr. Humaira Rasheed,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 18,8,2000
Dr. Alina Shirazi,"Gynecologist, Obstetrician","M.B.B.S., MRCOG, EFOG-EBCOG , MRCP",Year 13,27,3000
Dr. Mamoona Javed,"Gynecologist, Obstetrician","MBBS, MCPS, FCPS",Year 13,27,3000
Dr. Nazrah Nauman,"Gynecologist, Obstetrician","MBBS, MRCOG, FRCOG (UK)",Year 19,27,3000
Dr. Neena Jamil,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics), MCPS (Gynecology and Obstetrics)",Year 19,166,3000
Dr. Tasneem Hayat,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S (Gyne), M.D",Year 34,166,2000
Dr. Farah Yousaf,"Gynecologist, Obstetrician","MBBS, FCPS (Gaynaecology)",Year 34,166,2000
Dr. Zunaira Lutfullah,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 35,329,3000
Dr. Saima Waqar,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S (Obstetrics & Gynaecology), F.C.P.S.",Year 35,329,3000
Dr. Nabiha Waqas,"Gynecologist, Obstetrician","M.B.B.S, FCPS",Year 25,329,3000
Assoc. Prof.  Brig. (R) Farkhanda Akhtar,"Gynecologist, Obstetrician","MBBS, DGO, MCPS (Obstetrician & Gynaecologist), FCPS (Obstetrician & Gynaecologist)",Year 25,19,3000
Assist. Prof. Dr. Kausar Baloch,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecologist)",Year 13,19,2500
Dr. Sumbal Khalid,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S., MRCOG I",Year 13,19,2500
Dr. Asma Sarwat,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S",Year 12,12,3000
Maj. Dr. Ghazala Aslam,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S",Year 12,12,3000
Dr. Uzma Ahmad Khan,"Fertility Consultant, Obstetrician, Gynecologist","MBBS, ART",Year 20,12,2500
Dr. Fauzia Khalique,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S",Year 20,1124,2500
Dr. Warda Ijaz,"Gynecologist, Obstetrician","MBBS, FCPS (Obstetrics & Gynecology)",Year 10,1124,3000
Dr. Somia Sabeeh Awan,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Obstetrics & Gynaecology)",Year 10,1124,3000
Dr. Maheen Anwar,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics), MRCOG (UK)",Year 10,71,3000
Dr. Nazia Ayyub Butt,"Gynecologist, Obstetrician","MBBS, FCPS (Obstetrics & Gynecology)",Year 10,71,3000
Dr. Noreen Akhtar,"Gynecologist, Obstetrician","MBBS, FCPS",Year 19,71,2500
Dr. Afshan Akram,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynaecology & Obstetrics)",Year 19,8,2500
Dr. Shabnam Maqbool,"Gynecologist, Obstetrician","MBBS, FCPS (Obstetrics & Gynaecology)",Year 15,8,2000
Dr. Rubina Noureen,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 15,8,2000
Dr. Rubab Ali,"Gynecologist, Obstetrician","M.B.B.S, M.R.C.O.G (UK)",Year 15,1826,2000
Dr. Aasma Hanif,"Gynecologist, Obstetrician","MBBS, FCPS (Obstetrics & Gynaecology)",Year 15,1826,2000
Dr. Naila Jabeen,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology), Dip. In Laproscopy (France)",Year 10,1826,2000
Dr. Ghazala Rathore,"Gynecologist, Obstetrician","M.B.B.S, Dip. in Gyne & Obs",Year 10,2,2000
Assist. Prof. Dr. Zainab Zubair,Gynecologist,"M.B.B.S (Gold Medalist), F.C.P.S (Gynecology & Obstetrics), Gynae Oncology",Year 17,2,5000
Assist. Prof. Dr. Amna Rafique,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S. (Gynecology & Obstetrician)",Year 17,2,5000
Dr. Sarfraz Hussain Shah,"Gynecologist, Obstetrician, Radiologist","MBBS, MCPS (Radiology), FCPS (Gynecology and Obstetrics)",Year 15,4,1000
Dr. Samina Haq,"Gynecologist, Fertility Consultant, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics), Crest Certification in IVF/ICSI, ART, Medicine, Certified Laparoscopic & Hysteroscopic Surgeon",Year 15,4,1000
Dr. Shumaila Rasheed,"Gynecologist, Obstetrician","M.B.B.S., MCPS (Gynecology & Obstetrician)",Year 10,4,2000
Dr. Rabya Arshad,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gyne)",Year 10,50,2000
Lt. Col. (R) Dr. Ghazala Ishtiaq,"Gynecologist, Obstetrician","MBBS, MCPS (Gynecology and Obstetrics)",Year 17,50,3500
Dr. Ambreen Iqbal,"Gynecologist, Obstetrician","MBBS , FCPS (Gynecologist & Obstetrics)",Year 17,50,3500
Dr. Sara Munir,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S.",Year 25,263,3000
Dr. Lamia Yusuf,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics), MPHE",Year 25,263,3000
Dr. Sarah Asif,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician)",Year 15,263,2000
Dr. Werdah Qamar,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S. (Gynecology & Obstetrician)",Year 15,131,2000
Assist. Prof. Dr. Rabia Nafees,"Gynecologist, Fertility Consultant, Obstetrician","MRCOG, FACOG, FCPS, M.C.P.S, Diploma in IVF, Membership",Year 10,131,2500
Dr. Seemal Samreen,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 10,131,2500
Dr. Sumaira Zulfiqar,"Gynecologist, Obstetrician","MBBS, MCPS (Gynae & Obs)",Year 10,67,2500
Dr. Ghazala Ejaz,"Gynecologist, Obstetrician","M.B.B.S, Diploma in Obstetrics & Gynaecology, MS (Obstetrics & Gynaecology),  Master of Maternals & Child Health, M.Phil Reproductive Physiology",Year 10,67,2500
Dr. Ayesha Hashmi,"Gynecologist, Obstetrician, Fertility Consultant","MBBS, FCPS",Year 15,67,2500
Dr. Ayesha Jawed,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 15,1085,2500
Dr. Shazia Batool,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecologist, Obstetrician )",Year 12,1085,2500
Dr. Sabahat Sami,"Gynecologist, Obstetrician","M.B.B.S, Diploma in Obstetrics & Gynaecology, MS (Obstetrics & Gynaecology)",Year 12,1085,2500
Dr. Wasima Arif,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S.",Year 20,455,1500
Dr. Raheela Azam,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 20,455,1500
Dr. Saima Siddiq Choudhry,"Gynecologist, Obstetrician","MBBS, M.C.P.S., M.R.C.P.",Year 50,455,4000
Dr. Pakeeza Aslam,"Gynecologist, Obstetrician","MBBS (KEMU) , FCPS",Year 50,12,4000
Dr. Maria Zafar,"Gynecologist, Obstetrician","F.C.P.S., M.B.B.S.",Year 20,12,4000
Prof. Dr. Nuzhat Khawaja,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne), DGO",Year 20,12,4000
Dr. Humaira Zulfiqar Saifee,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecologist & Obstetrician)",Year 10,498,1200
Dr. Riffat Shahid,"Gynecologist, Obstetrician","MBBS, MCPS (Obstetrics & Gynecology)",Year 10,498,1200
Dr. Sunnia Manzoor,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 17,498,1500
Dr. Ayesha Idrees,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Obstetrics & Gynaecology)",Year 17,43,1500
Dr. Uzma Akram,"Gynecologist, Obstetrician","MBBS, FCPS (Gynae & Obs)",Year 35,43,3000
Dr. Ayesha Bashir Hashmi,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics)",Year 35,43,3000
Dr. Musarrat Saleem,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS",Year 5,292,3000
Dr. Sofia Tariq,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 5,292,3000
Dr. Sadia Zulfiqar Cheema,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics), M.R.C.O.G. (Gynaecology & Obstetrics), F.R.C.O.G",Year 18,292,2500
Dr. Saima Ali Ahmad,"Gynecologist, Obstetrician","MBBS,, MCPS, MRCOG",Year 18,27,2500
Dr. Saboohi Abid,Gynecologist,"MBBS, CU (JUREI), UK",Year 19,27,2000
Dr. Iftikhar Sadique,"Gynecologist, Fertility Consultant, Obstetrician","MBBS, FCPS (Gyne)",Year 19,27,2000
Dr. Quratulain Raza,"Gynecologist, Obstetrician","MBBS, D.G.O",Year 12,159,2500
Dr. Azra Nasreen Khan,"Gynecologist, Obstetrician","MBBS, FRCOG, MRCOG",Year 12,159,2500
Dr. Iqbal Shafiq,Gynecologist,MBBS,Year 15,159,1000
Assist. Prof. Dr. Sumbal Altaf,"Gynecologist, Obstetrician","MBBS, MRCPI (Ire), DRCOG (UK), FCPS, MS Hysteroscopy (Germany), CHPE",Year 15,8,1000
Dr. Sadia Ilyas,"Gynecologist, Obstetrician","MBBS, MRCOG-I (London)",Year 5,8,2000
Assist. Prof. Dr. Mahham Janjua,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S (Gynecologist,Obstetrician)",Year 5,8,2000
Dr. Hira Noor,Gynecologist,"MBBS, DCH",Year 19,182,2000
Dr. Huma Sheikh,"Gynecologist, Obstetrician","M.B.B.S. (PK), DGO. (PK) , DOWH  (IRELAND), M.R.C.O.G. (UK), MRCPI (IRELAND)",Year 19,182,2000
Dr. Saima Iqbal,"Gynecologist, Obstetrician","M.B.B.S , F.C.P.S. (Gynecology & Obstetrics) , M.H.P.E",Year 10,182,3000
Dr. Shahida Samar,"Gynecologist, Obstetrician","M.B.B.S, D.G.O (Gynecology & Obstetrics)",Year 10,802,3000
Dr. Fareeha Omer,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecologist & Obstetrics)",Year 15,802,3000
Dr. Fatima Shakeel,"Obstetrician, Gynecologist","MBBS, FCPS",Year 15,802,3000
Dr. Zahida Kalsoom,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics)",Year 22,404,1500
Dr. Uzma Malik,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics), M.C.P.S. (Gynecology & Obstetrics)",Year 22,404,1500
Dr. Rakhshanda Touheed,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician), MCPS (Gynecology & Obstetrician)",Year 10,404,2000
Dr. Uzma Ijaz,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S",Year 10,1012,2000
Dr. Rahila Kousar,"Gynecologist, Obstetrician","MBBS, DGO",Year 12,1012,4000
Dr. Afroze Ashraf Khan,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S. (Gyne), M.C.P.S",Year 12,1012,4000
Dr. Faiza Malik,"Gynecologist, Obstetrician","M.B.B.S., D.G.O (Gynecologist)",Year 19,155,3000
Dr. Samina Khursheed,"Gynecologist, Obstetrician","MBBS, FCPS (Gynae & Obs)",Year 19,155,3000
Dr. Shazia Ali,Gynecologist,"MBBS, MCPS, FCPS",Year 13,155,2500
Prof. Dr. Shumaila Zia,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S (Gynecology & Obstetrics)., RSC (USA)., MHPE",Year 13,118,2500
Dr. Tahira Yunus,Gynecologist,"MBBS, DGO",Year 20,118,3000
Dr. Shabnum Sibtain,"Gynecologist, Obstetrician","MBBS, MRCOG",Year 20,118,3000
Dr. Sajida Raza,"Gynecologist, Obstetrician","MBBS, MCPS (Gyne)",Year 10,3,1500
Prof. Dr. Riaz Ahmad Khan,"Gynecologist, Fertility Consultant, Obstetrician","M.B.B.S (K.E), F.C.P.S. (Gynecology & Obstetrician), M.P.H, C_ART (Singapore), MHM, MPH",Year 10,3,1500
Dr. Riffat Tanvir,"Gynecologist, Obstetrician","MBBS, FCPS (Obstetrics & Gynecology)",Year 22,3,2000
Dr. Ammara Ashraf,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician)",Year 22,6,2000
Dr. Mobeen Riaz,"Gynecologist, Obstetrician","MBBS, FCPS",Year 12,6,3500
Dr. Gulshan Shiraz,"Gynecologist, Obstetrician","MBBS, MCPS (Gynecology), FCPS (Gynecology)",Year 12,6,3500
Dr. Sadaf Malik,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Family Medicine)",Year 26,6,3500
Prof. Dr. Memoona Qayyum,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS",Year 26,6,3500
Dr. Sobia Zafar,"Gynecologist, Obstetrician","MBBS, FCPS",Year 10,6,2500
Dr. Sadia Mumtaz,"Gynecologist, Obstetrician","MBBS, MCPS (Gynecology & Obstetrician)",Year 10,1525,2500
Dr. Rubina Zaib,"Gynecologist, Obstetrician","MBBS, DGO",Year 18,1525,1500
Dr. Farah Naz Idrees,"Gynecologist, Obstetrician","MBBS, MRCOG (UK), DOWH (Ireland), IBCLC( Europe)",Year 18,1525,1500
Dr. Najma Iqbal Chaudhary,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 10,172,1500
Dr. Saima Naz,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gyne)",Year 10,172,1500
Dr. Sofia Ijaz,"Gynecologist, Obstetrician","MBBS, FCPS ( OBSTETRICS & GYNAECOLOGY )",Year 10,172,1000
Big. (R) Dr. Mona Zafar,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician)",Year 10,6,1000
Dr. Nighat Parveen,Gynecologist,"MBBS, DGO",Year 18,6,3000
Dr. Bushra Afzal Kayani,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 18,6,3000
Dr. Khurram Iftikhar Khan,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics)",Year 18,8,2000
Dr. Asia Parveen,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 18,8,2000
Dr. Aneeqa Bano,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 7,8,2000
Dr. Maida Manzoor,"Gynecologist, Obstetrician","MBBS, FCPS",Year 7,66,2000
Dr. Rubina Shaheen,"Gynecologist, Obstetrician","M.B.B.S., Diploma in Gynaecology & Obstetrics (DGO)",Year 15,66,1500
Dr. Tazeen Ashraf,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology and Obstetrics)",Year 15,66,1500
Dr. Maria Farooq,"Gynecologist, Obstetrician","M.B.B.S., M.C.P.S. (Gynecology & Obstetrics), MRCOG",Year 40,108,4000
Dr. Fauzia Iqbal,"Gynecologist, Obstetrician","M.B.B.S., FCPS (Gynecology & Obstetrics)",Year 40,108,4000
Dr. Rabia Mubeen Anjum,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrics)",Year 4,108,4000
Dr. Amtul Hafeez,"Gynecologist, Obstetrician","MBBS, Dip in Gynae",Year 4,45,4000
Assist. Prof. Dr. Nasreen Rauf,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne)",Year 24,45,4000
Dr. Razia Kaosar,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology, Obstetrician)",Year 24,45,4000
Dr. Amina Kashif,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstertic)",Year 12,84,3000
Dr. Zareena Iqbal,"Gynecologist, Obstetrician","M.B.B.S, M.C.P.S, Dip in Gyne",Year 12,84,3000
Dr. Tehmina Javed Khan,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S.",Year 13,84,3000
Dr. Shamila Yasir,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS",Year 13,104,3000
Dr. Hira Naeem,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S (Gynecology & Obstetrics)",Year 5,104,3000
Assist. Prof. Dr. Ayesha Javaid,"Gynecologist, Obstetrician","M.B.B.S., F.C.P.S. (Gynecology & Obstetrician)",Year 5,104,3000
Dr. Uzma Malik,"Gynecologist, Obstetrician","MBBS, FCPS ( Obstetrics & Gynaecology)",Year 10,99,3000
Assoc. Prof. Dr. Fareeha Khaliq Khan,"Obstetrician, Gynecologist","MBBS, MCPS, FCPS (Gyne)",Year 10,99,3000
Dr. Hina Masood,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS",Year 10,99,3000
Dr. Riffat Saeed,Gynecologist,MBBS,Year 10,1,3000
Prof. Dr. Iffat Saleem,"Obstetrician, Gynecologist","MBBS, MRCOG, DRCOG",Year 25,1,2000
Prof. Dr. Rubina Iqbal,"Gynecologist, Obstetrician","MBBS, MRCOG, FCPS (Gyne)",Year 25,1,2000
Dr. Farhat Rashid,Gynecologist,"MBBS, FCPS",Year 25,5,1000
Prof. Dr. Afshan Ambreen,"Gynecologist, Obstetrician","MBBS, MCPS, FCPS (Gyne)",Year 25,5,1000
Prof. Dr. Aisha Malik,"Gynecologist, Obstetrician","MBBS, MRCOG, FCPS",Year 28,5,2000
Dr. Khizra Anwer,Gynecologist,"MBBS, FCPS",Year 28,28,2000
Dr. Bushra Sultana,Gynecologist,"MBBS, FCPS (Gynae & Obs), MCPS (Gynae & Obs)",Year 14,28,5000
Dr. Shazia Rasul,"Gynecologist, Obstetrician","MBBS, MCPS, FCPS (Gynecology & Obstetrics)",Year 14,28,5000
Dr. Amina Shahid,Gynecologist,MBBS,Year 24,1,3500
Dr. Iram Hassan,Gynecologist,MBBS,Year 24,1,3500
Prof. Dr. Tasleem Malik,"Gynecologist, Obstetrician","MBBS, FRCS, FRCOG",Year 7,1,3500
